tick,ep,t,x,y,z,roll,pitch,yaw,u0,u1,u2,u3,goal,gates
1896,0,9.4800,-8.0440,15.5092,2.0681,0.0077,0.0354,1.4404,-0.5830,0.4170,-0.5830,0.4170,2,2
1897,0,9.4850,-8.0431,15.5161,2.0683,0.0078,0.0353,1.4304,-0.5817,0.4165,-0.5830,0.4170,2,2
1898,0,9.4900,-8.0422,15.5231,2.0686,0.0080,0.0350,1.4254,0.4170,-0.5830,0.4006,-0.5735,2,2
1899,0,9.4950,-8.0412,15.5300,2.0689,0.0084,0.0347,1.4257,0.4170,-0.5830,0.4170,-0.5830,2,2
1900,0,9.5000,-8.0402,15.5369,2.0692,0.0091,0.0343,1.4310,0.4170,-0.5830,0.4170,-0.5781,2,2
1901,0,9.5050,-8.0393,15.5439,2.0695,0.0099,0.0338,1.4415,0.4170,-0.5830,0.4170,-0.5830,2,2
1902,0,9.5100,-8.0383,15.5508,2.0698,0.0105,0.0334,1.4469,-0.5830,0.4170,-0.5830,0.4170,2,2
1903,0,9.5150,-8.0374,15.5578,2.0702,0.0109,0.0330,1.4471,-0.5830,0.4170,-0.5830,0.4170,2,2
1904,0,9.5200,-8.0364,15.5648,2.0705,0.0112,0.0328,1.4421,-0.5830,0.4170,-0.5830,0.4170,2,2
1905,0,9.5250,-8.0354,15.5718,2.0709,0.0116,0.0324,1.4423,0.4170,-0.5830,0.4121,-0.5830,2,2
1906,0,9.5300,-8.0345,15.5787,2.0713,0.0122,0.0319,1.4477,0.4170,-0.5830,0.4170,-0.5830,2,2
1907,0,9.5350,-8.0335,15.5857,2.0717,0.0130,0.0314,1.4582,0.4170,-0.5830,0.4170,-0.5830,2,2
1908,0,9.5400,-8.0325,15.5927,2.0721,0.0136,0.0310,1.4635,-0.5830,0.4170,-0.5830,0.4170,2,2
1909,0,9.5450,-8.0315,15.5998,2.0725,0.0140,0.0306,1.4637,-0.5830,0.4170,-0.5830,0.4170,2,2
1910,0,9.5500,-8.0305,15.6068,2.0729,0.0143,0.0303,1.4587,-0.5830,0.4170,-0.5830,0.4170,2,2
1911,0,9.5550,-8.0295,15.6138,2.0733,0.0143,0.0298,1.4488,-0.5519,0.3943,-0.5830,0.4170,2,2
1912,0,9.5600,-8.0285,15.6208,2.0738,0.0145,0.0290,1.4439,0.4170,-0.5830,0.3949,-0.5798,2,2
1913,0,9.5650,-8.0275,15.6279,2.0742,0.0147,0.0282,1.4441,0.4170,-0.5830,0.4170,-0.5830,2,2
1914,0,9.5700,-8.0265,15.6349,2.0747,0.0151,0.0273,1.4495,0.4170,-0.5830,0.4131,-0.5807,2,2
1915,0,9.5750,-8.0255,15.6420,2.0752,0.0154,0.0263,1.4498,-0.5677,0.3996,-0.5830,0.4170,2,2
1916,0,9.5800,-8.0244,15.6490,2.0756,0.0156,0.0254,1.4450,-0.5830,0.4170,-0.5830,0.4170,2,2
1917,0,9.5850,-8.0234,15.6561,2.0761,0.0156,0.0245,1.4351,-0.5813,0.4170,-0.5830,0.4170,2,2
1918,0,9.5900,-8.0224,15.6632,2.0766,0.0157,0.0235,1.4302,0.4170,-0.5830,0.4010,-0.5775,2,2
1919,0,9.5950,-8.0213,15.6702,2.0772,0.0159,0.0223,1.4305,0.4170,-0.5830,0.4170,-0.5830,2,2
1920,0,9.6000,-8.0203,15.6773,2.0777,0.0162,0.0211,1.4359,0.4170,-0.5830,0.4170,-0.5812,2,2
1921,0,9.6050,-8.0193,15.6844,2.0783,0.0166,0.0198,1.4464,0.4170,-0.5830,0.4170,-0.5830,2,2
1922,0,9.6100,-8.0182,15.6915,2.0788,0.0170,0.0185,1.4518,-0.5830,0.4170,-0.5830,0.4170,2,2
1923,0,9.6150,-8.0172,15.6986,2.0794,0.0172,0.0174,1.4521,-0.5830,0.4170,-0.5830,0.4170,2,2
1924,0,9.6200,-8.0161,15.7057,2.0800,0.0174,0.0163,1.4472,-0.5830,0.4170,-0.5830,0.4170,2,2
1925,0,9.6250,-8.0150,15.7128,2.0806,0.0176,0.0151,1.4474,0.4170,-0.5830,0.4104,-0.5830,2,2
1926,0,9.6300,-8.0140,15.7199,2.0812,0.0178,0.0139,1.4528,0.4170,-0.5830,0.4170,-0.5830,2,2
1927,0,9.6350,-8.0129,15.7270,2.0818,0.0182,0.0125,1.4634,0.4170,-0.5830,0.4170,-0.5830,2,2
1928,0,9.6400,-8.0118,15.7341,2.0824,0.0184,0.0112,1.4687,-0.5830,0.4170,-0.5830,0.4170,2,2
1929,0,9.6450,-8.0107,15.7413,2.0830,0.0187,0.0101,1.4690,-0.5830,0.4170,-0.5830,0.4170,2,2
1930,0,9.6500,-8.0096,15.7484,2.0837,0.0188,0.0090,1.4641,-0.5830,0.4170,-0.5830,0.4170,2,2
1931,0,9.6550,-8.0085,15.7555,2.0844,0.0189,0.0079,1.4541,-0.5683,0.4111,-0.5830,0.4170,2,2
1932,0,9.6600,-8.0074,15.7626,2.0850,0.0189,0.0066,1.4492,0.4170,-0.5830,0.3942,-0.5830,2,2
1933,0,9.6650,-8.0063,15.7697,2.0857,0.0189,0.0051,1.4494,0.4170,-0.5830,0.4170,-0.5830,2,2
1934,0,9.6700,-8.0052,15.7769,2.0864,0.0190,0.0036,1.4548,0.4170,-0.5830,0.4148,-0.5830,2,2
1935,0,9.6750,-8.0041,15.7840,2.0871,0.0191,0.0021,1.4551,-0.5748,0.4009,-0.5830,0.4170,2,2
1936,0,9.6800,-8.0030,15.7911,2.0878,0.0191,0.0006,1.4502,-0.5830,0.4170,-0.5830,0.4170,2,2
1937,0,9.6850,-8.0018,15.7982,2.0886,0.0192,-0.0008,1.4402,-0.5830,0.4147,-0.5830,0.4170,2,2
1938,0,9.6900,-8.0007,15.8054,2.0893,0.0193,-0.0023,1.4353,0.4170,-0.5830,0.4053,-0.5830,2,2
1939,0,9.6950,-7.9996,15.8125,2.0901,0.0193,-0.0039,1.4356,0.4170,-0.5830,0.4170,-0.5830,2,2
1940,0,9.7000,-7.9984,15.8196,2.0908,0.0193,-0.0056,1.4410,0.4170,-0.5830,0.4170,-0.5830,2,2
1941,0,9.7050,-7.9973,15.8267,2.0916,0.0192,-0.0075,1.4516,0.4170,-0.5830,0.4170,-0.5830,2,2
1942,0,9.7100,-7.9961,15.8338,2.0924,0.0192,-0.0092,1.4570,-0.5830,0.4170,-0.5830,0.4170,2,2
1943,0,9.7150,-7.9950,15.8409,2.0932,0.0192,-0.0108,1.4572,-0.5830,0.4170,-0.5830,0.4170,2,2
1944,0,9.7200,-7.9938,15.8481,2.0940,0.0193,-0.0123,1.4523,-0.5830,0.4170,-0.5830,0.4170,2,2
1945,0,9.7250,-7.9927,15.8552,2.0948,0.0193,-0.0139,1.4526,0.4170,-0.5712,0.4168,-0.5830,2,2
1946,0,9.7300,-7.9915,15.8623,2.0957,0.0192,-0.0156,1.4579,0.4170,-0.5830,0.4170,-0.5830,2,2
1947,0,9.7350,-7.9903,15.8694,2.0965,0.0190,-0.0173,1.4684,0.4170,-0.5768,0.4170,-0.5830,2,2
1948,0,9.7400,-7.9891,15.8765,2.0974,0.0188,-0.0189,1.4738,-0.5830,0.4170,-0.5830,0.4127,2,2
1949,0,9.7450,-7.9880,15.8835,2.0982,0.0188,-0.0204,1.4740,-0.5830,0.4170,-0.5830,0.4170,2,2
1950,0,9.7500,-7.9868,15.8906,2.0991,0.0187,-0.0216,1.4692,-0.5830,0.4170,-0.5830,0.3908,2,2
1951,0,9.7550,-7.9856,15.8977,2.1000,0.0187,-0.0228,1.4595,-0.5830,0.3433,-0.5830,0.3454,2,2
1952,0,9.7600,-7.9844,15.9048,2.1009,0.0186,-0.0242,1.4550,0.4170,-0.5830,0.3998,-0.5830,2,2
1953,0,9.7650,-7.9832,15.9118,2.1018,0.0183,-0.0257,1.4557,0.4170,-0.5830,0.4170,-0.5830,2,2
1954,0,9.7700,-7.9820,15.9189,2.1027,0.0176,-0.0275,1.4612,0.4111,-0.5830,0.3525,-0.5801,2,2
1955,0,9.7750,-7.9808,15.9259,2.1036,0.0170,-0.0293,1.4617,-0.5830,0.4170,-0.5830,0.4170,2,2
1956,0,9.7800,-7.9796,15.9330,2.1045,0.0166,-0.0310,1.4569,-0.5830,0.4170,-0.5830,0.4170,2,2
1957,0,9.7850,-7.9784,15.9400,2.1054,0.0164,-0.0327,1.4471,-0.5830,0.4044,-0.5830,0.4170,2,2
1958,0,9.7900,-7.9771,15.9470,2.1064,0.0160,-0.0345,1.4424,0.4170,-0.5830,0.4139,-0.5830,2,2
1959,0,9.7950,-7.9759,15.9540,2.1073,0.0155,-0.0364,1.4429,0.4170,-0.5830,0.4170,-0.5830,2,2
1960,0,9.8000,-7.9747,15.9610,2.1083,0.0148,-0.0383,1.4485,0.4170,-0.5830,0.4170,-0.5830,2,2
1961,0,9.8050,-7.9735,15.9680,2.1093,0.0140,-0.0401,1.4590,0.3509,-0.5751,0.3823,-0.5830,2,2
1962,0,9.8100,-7.9723,15.9750,2.1102,0.0134,-0.0418,1.4643,-0.5830,0.4170,-0.5830,0.4170,2,2
1963,0,9.8150,-7.9710,15.9820,2.1112,0.0130,-0.0435,1.4645,-0.5830,0.4170,-0.5830,0.4170,2,2
1964,0,9.8200,-7.9698,15.9889,2.1122,0.0127,-0.0449,1.4598,-0.5830,0.3755,-0.5830,0.3492,2,2
1965,0,9.8250,-7.9686,15.9959,2.1132,0.0121,-0.0463,1.4603,0.4170,-0.5692,0.4170,-0.5830,2,2
1966,0,9.8300,-7.9673,16.0028,2.1142,0.0112,-0.0478,1.4658,0.4170,-0.5830,0.4170,-0.5830,2,2
1967,0,9.8350,-7.9661,16.0098,2.1152,0.0102,-0.0492,1.4763,0.3642,-0.5706,0.3868,-0.5830,2,2
1968,0,9.8400,-7.9649,16.0167,2.1163,0.0094,-0.0505,1.4817,-0.5830,0.4170,-0.5830,0.4170,2,2
1969,0,9.8450,-7.9636,16.0236,2.1173,0.0089,-0.0517,1.4819,-0.5830,0.4170,-0.5830,0.4170,2,2
1970,0,9.8500,-7.9624,16.0305,2.1183,0.0085,-0.0528,1.4773,-0.5830,0.3524,-0.5830,0.3219,2,2
1971,0,9.8550,-7.9611,16.0373,2.1193,0.0083,-0.0538,1.4683,-0.5830,0.2819,-0.5830,0.2877,2,2
1972,0,9.8600,-7.9599,16.0442,2.1203,0.0076,-0.0551,1.4641,0.3795,-0.5830,0.3365,-0.5830,2,2
1973,0,9.8650,-7.9586,16.0510,2.1213,0.0067,-0.0565,1.4651,0.4170,-0.5830,0.4170,-0.5830,2,2
1974,0,9.8700,-7.9574,16.0579,2.1223,0.0055,-0.0579,1.4703,0.2324,-0.5830,0.2206,-0.5803,2,2
1975,0,9.8750,-7.9562,16.0647,2.1233,0.0046,-0.0593,1.4703,-0.5830,0.4170,-0.5830,0.4170,2,2
1976,0,9.8800,-7.9549,16.0715,2.1243,0.0040,-0.0607,1.4651,-0.5830,0.4170,-0.5830,0.4170,2,2
1977,0,9.8850,-7.9537,16.0783,2.1253,0.0037,-0.0622,1.4560,-0.5830,0.1692,-0.5830,0.1867,2,2
1978,0,9.8900,-7.9524,16.0851,2.1262,0.0031,-0.0636,1.4521,0.4170,-0.5830,0.4170,-0.5830,2,2
1979,0,9.8950,-7.9512,16.0918,2.1272,0.0022,-0.0651,1.4534,0.4170,-0.5830,0.4170,-0.5830,2,2
1980,0,9.9000,-7.9500,16.0986,2.1281,0.0012,-0.0665,1.4583,0.1206,-0.5830,0.1464,-0.5830,2,2
1981,0,9.9050,-7.9487,16.1053,2.1289,0.0002,-0.0675,1.4666,0.0353,-0.5783,0.0967,-0.5830,2,2
1982,0,9.9100,-7.9475,16.1120,2.1297,-0.0005,-0.0685,1.4708,-0.5830,0.2017,-0.5830,0.2000,2,2
1983,0,9.9150,-7.9462,16.1187,2.1305,-0.0008,-0.0695,1.4699,-0.5830,0.4170,-0.5830,0.4170,2,2
1984,0,9.9200,-7.9450,16.1254,2.1312,-0.0011,-0.0704,1.4665,-0.5830,-0.1015,-0.5830,-0.1224,2,2
1985,0,9.9250,-7.9438,16.1321,2.1319,-0.0018,-0.0713,1.4683,0.4170,-0.5830,0.4170,-0.5830,3,3
1986,0,9.9300,-7.9426,16.1388,2.1326,-0.0028,-0.0722,1.4752,0.4170,-0.5830,0.4170,-0.5830,3,3
1987,0,9.9350,-7.9413,16.1454,2.1331,-0.0038,-0.0728,1.4845,-0.1483,-0.5715,-0.1117,-0.5830,3,3
1988,0,9.9400,-7.9401,16.1521,2.1337,-0.0045,-0.0734,1.4886,-0.5830,0.4170,-0.5830,0.4170,3,3
1989,0,9.9450,-7.9389,16.1587,2.1343,-0.0048,-0.0741,1.4876,-0.5830,0.4170,-0.5830,0.4170,3,3
1990,0,9.9500,-7.9377,16.1653,2.1348,-0.0051,-0.0746,1.4843,-0.5830,-0.1328,-0.5830,-0.1663,3,3
1991,0,9.9550,-7.9364,16.1719,2.1351,-0.0055,-0.0748,1.4787,-0.5830,-0.1267,-0.5830,-0.1699,3,3
1992,0,9.9600,-7.9352,16.1785,2.1353,-0.0061,-0.0749,1.4755,-0.1411,-0.5663,-0.1307,-0.5830,3,3
1993,0,9.9650,-7.9340,16.1850,2.1355,-0.0071,-0.0750,1.4774,0.4170,-0.5830,0.4170,-0.5830,3,3
1994,0,9.9700,-7.9328,16.1916,2.1356,-0.0082,-0.0750,1.4816,-0.1307,-0.5770,-0.1204,-0.5830,3,3
1995,0,9.9750,-7.9316,16.1981,2.1357,-0.0089,-0.0750,1.4807,-0.5830,0.4170,-0.5830,0.4170,3,3
1996,0,9.9800,-7.9304,16.2047,2.1358,-0.0093,-0.0751,1.4746,-0.5830,0.4170,-0.5830,0.4170,3,3
1997,0,9.9850,-7.9292,16.2112,2.1358,-0.0095,-0.0751,1.4657,-0.5830,-0.0274,-0.5830,-0.0352,3,3
1998,0,9.9900,-7.9280,16.2177,2.1358,-0.0100,-0.0751,1.4619,0.4170,-0.5830,0.4170,-0.5830,3,3
1999,0,9.9950,-7.9268,16.2241,2.1358,-0.0110,-0.0751,1.4633,0.4170,-0.5830,0.4170,-0.5830,3,3
2000,0,10.0000,-7.9256,16.2306,2.1357,-0.0121,-0.0748,1.4679,0.0371,-0.5800,0.0674,-0.5830,3,3
2001,0,10.0050,-7.9244,16.2370,2.1356,-0.0132,-0.0745,1.4757,0.0220,-0.5830,0.0284,-0.5666,3,3
2002,0,10.0100,-7.9232,16.2435,2.1354,-0.0138,-0.0746,1.4791,-0.5830,0.2342,-0.5830,0.2807,3,3
2003,0,10.0150,-7.9220,16.2499,2.1352,-0.0140,-0.0747,1.4773,-0.5830,0.4170,-0.5830,0.4170,3,3
2004,0,10.0200,-7.9209,16.2563,2.1349,-0.0141,-0.0749,1.4740,-0.5784,-0.2775,-0.5812,-0.2692,3,3
2005,0,10.0250,-7.9197,16.2627,2.1346,-0.0145,-0.0750,1.4759,0.4170,-0.5830,0.4170,-0.5830,3,3
2006,0,10.0300,-7.9185,16.2691,2.1343,-0.0153,-0.0751,1.4829,0.4170,-0.5830,0.4170,-0.5830,3,3
2007,0,10.0350,-7.9174,16.2754,2.1338,-0.0163,-0.0751,1.4919,-0.1113,-0.4979,-0.1039,-0.4992,3,3
2008,0,10.0400,-7.9162,16.2818,2.1334,-0.0169,-0.0751,1.4957,-0.5830,0.4170,-0.5830,0.4170,3,3
2009,0,10.0450,-7.9151,16.2881,2.1330,-0.0170,-0.0752,1.4944,-0.5830,0.4170,-0.5830,0.4170,3,3
2010,0,10.0500,-7.9139,16.2944,2.1325,-0.0170,-0.0754,1.4903,-0.5830,-0.0430,-0.5830,-0.0496,3,3
2011,0,10.0550,-7.9128,16.3007,2.1319,-0.0171,-0.0753,1.4834,-0.5830,0.0039,-0.5765,-0.0471,3,3
2012,0,10.0600,-7.9116,16.3070,2.1313,-0.0175,-0.0746,1.4798,0.1318,-0.4797,0.1664,-0.5376,3,3
2013,0,10.0650,-7.9105,16.3133,2.1307,-0.0183,-0.0739,1.4814,0.4170,-0.5830,0.4170,-0.5830,3,3
2014,0,10.0700,-7.9094,16.3195,2.1300,-0.0192,-0.0729,1.4852,0.0210,-0.3957,0.0398,-0.4108,3,3
2015,0,10.0750,-7.9083,16.3258,2.1294,-0.0198,-0.0721,1.4838,-0.5830,0.4170,-0.5830,0.4170,3,3
2016,0,10.0800,-7.9071,16.3320,2.1287,-0.0200,-0.0713,1.4773,-0.5830,0.4170,-0.5830,0.4170,3,3
2017,0,10.0850,-7.9060,16.3382,2.1280,-0.0200,-0.0706,1.4679,-0.5830,-0.0036,-0.5817,-0.0063,3,3
2018,0,10.0900,-7.9049,16.3444,2.1272,-0.0203,-0.0698,1.4636,0.4170,-0.5830,0.4170,-0.5830,3,3
2019,0,10.0950,-7.9038,16.3505,2.1265,-0.0210,-0.0689,1.4644,0.4170,-0.5830,0.4170,-0.5830,3,3
2020,0,10.1000,-7.9027,16.3567,2.1258,-0.0219,-0.0677,1.4691,0.2475,-0.4940,0.2739,-0.4944,3,3
2021,0,10.1050,-7.9017,16.3628,2.1250,-0.0227,-0.0668,1.4774,0.2251,-0.4968,0.2160,-0.4470,3,3
2022,0,10.1100,-7.9006,16.3690,2.1243,-0.0231,-0.0661,1.4806,-0.5830,0.3926,-0.5830,0.4170,3,3
2023,0,10.1150,-7.8995,16.3751,2.1236,-0.0232,-0.0656,1.4787,-0.5830,0.4170,-0.5830,0.4170,3,3
2024,0,10.1200,-7.8985,16.3812,2.1228,-0.0230,-0.0652,1.4746,-0.4629,-0.0672,-0.4770,-0.0428,3,3
2025,0,10.1250,-7.8974,16.3872,2.1220,-0.0232,-0.0648,1.4757,0.4170,-0.5830,0.4170,-0.5830,3,3
2026,0,10.1300,-7.8964,16.3933,2.1212,-0.0237,-0.0643,1.4819,0.4170,-0.5830,0.4170,-0.5830,3,3
2027,0,10.1350,-7.8953,16.3994,2.1205,-0.0243,-0.0637,1.4909,0.1575,-0.3881,0.1572,-0.3763,3,3
2028,0,10.1400,-7.8943,16.4054,2.1197,-0.0246,-0.0633,1.4947,-0.5830,0.4170,-0.5830,0.4170,3,3
2029,0,10.1450,-7.8933,16.4114,2.1189,-0.0246,-0.0630,1.4934,-0.5830,0.4170,-0.5830,0.4170,3,3
2030,0,10.1500,-7.8922,16.4174,2.1181,-0.0243,-0.0628,1.4884,-0.5830,0.1406,-0.5830,0.1484,3,3
2031,0,10.1550,-7.8912,16.4234,2.1172,-0.0239,-0.0625,1.4797,-0.5830,0.1389,-0.5775,0.1095,3,3
2032,0,10.1600,-7.8902,16.4294,2.1164,-0.0240,-0.0619,1.4760,0.4080,-0.5369,0.4170,-0.5802,3,3
2033,0,10.1650,-7.8892,16.4354,2.1155,-0.0244,-0.0611,1.4775,0.4170,-0.5830,0.4170,-0.5830,3,3
2034,0,10.1700,-7.8882,16.4413,2.1147,-0.0249,-0.0601,1.4809,0.0732,-0.2772,0.0964,-0.2849,3,3
2035,0,10.1750,-7.8872,16.4473,2.1138,-0.0250,-0.0592,1.4791,-0.5830,0.4170,-0.5830,0.4170,3,3
2036,0,10.1800,-7.8863,16.4532,2.1130,-0.0249,-0.0585,1.4721,-0.5830,0.4170,-0.5830,0.4170,3,3
2037,0,10.1850,-7.8853,16.4591,2.1121,-0.0245,-0.0577,1.4626,-0.4647,0.0378,-0.4510,0.0377,3,3
2038,0,10.1900,-7.8843,16.4650,2.1112,-0.0244,-0.0568,1.4583,0.4170,-0.5830,0.4170,-0.5830,3,3
2039,0,10.1950,-7.8834,16.4709,2.1104,-0.0246,-0.0558,1.4591,0.4170,-0.5830,0.4170,-0.5830,3,3
2040,0,10.2000,-7.8824,16.4767,2.1096,-0.0248,-0.0546,1.4632,0.2781,-0.3691,0.2985,-0.3673,3,3
2041,0,10.2050,-7.8815,16.4826,2.1088,-0.0251,-0.0538,1.4707,0.2830,-0.3848,0.2594,-0.3316,3,3
2042,0,10.2100,-7.8806,16.4884,2.1080,-0.0249,-0.0534,1.4734,-0.5747,0.2946,-0.5830,0.3553,3,3
2043,0,10.2150,-7.8796,16.4943,2.1072,-0.0244,-0.0531,1.4711,-0.5830,0.4170,-0.5830,0.4170,3,3
2044,0,10.2200,-7.8787,16.5001,2.1064,-0.0238,-0.0530,1.4672,-0.3065,-0.0266,-0.3224,-0.0130,3,3
2045,0,10.2250,-7.8778,16.5059,2.1055,-0.0235,-0.0528,1.4685,0.4170,-0.5830,0.4170,-0.5830,3,3
2046,0,10.2300,-7.8769,16.5117,2.1047,-0.0234,-0.0525,1.4749,0.4170,-0.5830,0.4170,-0.5830,3,3
2047,0,10.2350,-7.8760,16.5175,2.1040,-0.0235,-0.0521,1.4833,0.1260,-0.2714,0.1231,-0.2658,3,3
2048,0,10.2400,-7.8751,16.5232,2.1032,-0.0233,-0.0519,1.4866,-0.5830,0.4170,-0.5830,0.4170,3,3
2049,0,10.2450,-7.8743,16.5290,2.1024,-0.0228,-0.0518,1.4847,-0.5830,0.4170,-0.5830,0.4170,3,3
2050,0,10.2500,-7.8734,16.5347,2.1016,-0.0222,-0.0518,1.4801,-0.4581,0.0677,-0.4676,0.0664,3,3
2051,0,10.2550,-7.8725,16.5405,2.1008,-0.0216,-0.0517,1.4728,-0.4742,0.0841,-0.4593,0.0522,3,3
2052,0,10.2600,-7.8717,16.5462,2.1000,-0.0212,-0.0511,1.4690,0.3303,-0.3326,0.3529,-0.3693,3,3
2053,0,10.2650,-7.8708,16.5519,2.0992,-0.0211,-0.0504,1.4704,0.4170,-0.5830,0.4170,-0.5830,3,3
2054,0,10.2700,-7.8700,16.5576,2.0984,-0.0211,-0.0496,1.4735,0.0965,-0.2421,0.1052,-0.2521,3,3
2055,0,10.2750,-7.8691,16.5633,2.0976,-0.0208,-0.0489,1.4715,-0.5830,0.4170,-0.5830,0.4170,3,3
2056,0,10.2800,-7.8683,16.5689,2.0969,-0.0203,-0.0483,1.4644,-0.5830,0.4170,-0.5830,0.4170,3,3
2057,0,10.2850,-7.8675,16.5746,2.0961,-0.0197,-0.0478,1.4548,-0.4128,0.0640,-0.4107,0.0608,3,3
2058,0,10.2900,-7.8666,16.5802,2.0953,-0.0193,-0.0471,1.4504,0.4170,-0.5830,0.4170,-0.5830,3,3
2059,0,10.2950,-7.8658,16.5859,2.0945,-0.0192,-0.0463,1.4511,0.4170,-0.5830,0.4170,-0.5830,3,3
2060,0,10.3000,-7.8650,16.5915,2.0938,-0.0191,-0.0454,1.4551,0.2939,-0.3340,0.3063,-0.3336,3,3
2061,0,10.3050,-7.8642,16.5971,2.0931,-0.0191,-0.0448,1.4622,0.2962,-0.3465,0.2663,-0.3003,3,3
2062,0,10.3100,-7.8634,16.6027,2.0924,-0.0187,-0.0446,1.4648,-0.5716,0.2665,-0.5830,0.3183,3,3
2063,0,10.3150,-7.8626,16.6083,2.0917,-0.0181,-0.0446,1.4623,-0.5830,0.4170,-0.5830,0.4170,3,3
2064,0,10.3200,-7.8618,16.6139,2.0910,-0.0174,-0.0447,1.4584,-0.2738,-0.0109,-0.2906,0.0015,3,3
2065,0,10.3250,-7.8611,16.6195,2.0903,-0.0169,-0.0447,1.4596,0.4170,-0.5830,0.4170,-0.5830,3,3
2066,0,10.3300,-7.8603,16.6250,2.0897,-0.0167,-0.0446,1.4659,0.4170,-0.5830,0.4170,-0.5830,3,3
2067,0,10.3350,-7.8595,16.6306,2.0890,-0.0166,-0.0446,1.4742,0.1303,-0.2487,0.1268,-0.2437,3,3
2068,0,10.3400,-7.8588,16.6361,2.0884,-0.0162,-0.0446,1.4773,-0.5830,0.4170,-0.5830,0.4170,3,3
2069,0,10.3450,-7.8580,16.6417,2.0877,-0.0156,-0.0447,1.4753,-0.5830,0.4170,-0.5830,0.4170,3,3
2070,0,10.3500,-7.8573,16.6472,2.0870,-0.0150,-0.0449,1.4707,-0.4295,0.0702,-0.4393,0.0665,3,3
2071,0,10.3550,-7.8565,16.6527,2.0863,-0.0143,-0.0449,1.4637,-0.4203,0.0699,-0.4087,0.0403,3,3
2072,0,10.3600,-7.8558,16.6582,2.0857,-0.0139,-0.0446,1.4602,0.3424,-0.3294,0.3614,-0.3617,3,3
2073,0,10.3650,-7.8550,16.6637,2.0850,-0.0137,-0.0442,1.4619,0.4170,-0.5830,0.4170,-0.5830,3,3
2074,0,10.3700,-7.8543,16.6691,2.0844,-0.0135,-0.0437,1.4646,-0.0020,-0.1804,0.0053,-0.1889,3,3
2075,0,10.3750,-7.8536,16.6746,2.0838,-0.0131,-0.0433,1.4621,-0.5830,0.4170,-0.5830,0.4170,3,3
2076,0,10.3800,-7.8528,16.6801,2.0831,-0.0125,-0.0429,1.4545,-0.5830,0.4170,-0.5830,0.4170,3,3
2077,0,10.3850,-7.8521,16.6855,2.0825,-0.0119,-0.0426,1.4455,-0.2710,-0.0096,-0.2686,-0.0156,3,3
2078,0,10.3900,-7.8514,16.6909,2.0819,-0.0115,-0.0421,1.4417,0.4170,-0.5830,0.4170,-0.5830,3,3
2079,0,10.3950,-7.8507,16.6964,2.0813,-0.0113,-0.0416,1.4431,0.4170,-0.5830,0.4170,-0.5830,3,3
2080,0,10.4000,-7.8500,16.7018,2.0807,-0.0111,-0.0410,1.4462,0.1102,-0.2283,0.1216,-0.2282,3,3
2081,0,10.4050,-7.8493,16.7072,2.0801,-0.0109,-0.0408,1.4511,0.1255,-0.2474,0.0984,-0.2073,3,3
2082,0,10.4100,-7.8486,16.7126,2.0795,-0.0106,-0.0409,1.4536,-0.3906,0.0377,-0.4245,0.0783,3,3
2083,0,10.4150,-7.8479,16.7180,2.0790,-0.0101,-0.0411,1.4509,-0.5830,0.4170,-0.5830,0.4170,3,3
2084,0,10.4200,-7.8472,16.7233,2.0784,-0.0095,-0.0415,1.4472,-0.2094,-0.0246,-0.2137,-0.0118,3,3
2085,0,10.4250,-7.8465,16.7287,2.0778,-0.0091,-0.0417,1.4487,0.4170,-0.5830,0.4170,-0.5830,3,3
2086,0,10.4300,-7.8458,16.7340,2.0772,-0.0089,-0.0419,1.4553,0.4170,-0.5830,0.4170,-0.5830,3,3
2087,0,10.4350,-7.8451,16.7394,2.0767,-0.0088,-0.0421,1.4633,0.0657,-0.2014,0.0703,-0.1970,3,3
2088,0,10.4400,-7.8445,16.7447,2.0761,-0.0084,-0.0424,1.4662,-0.5830,0.4170,-0.5830,0.4170,3,3
2089,0,10.4450,-7.8438,16.7500,2.0756,-0.0078,-0.0427,1.4639,-0.5830,0.4170,-0.5830,0.4170,3,3
2090,0,10.4500,-7.8431,16.7554,2.0751,-0.0072,-0.0430,1.4598,-0.3329,0.0266,-0.3364,0.0194,3,3
2091,0,10.4550,-7.8425,16.7607,2.0745,-0.0065,-0.0430,1.4540,-0.3144,0.0193,-0.3011,-0.0092,3,3
2092,0,10.4600,-7.8418,16.7660,2.0740,-0.0061,-0.0429,1.4509,0.2293,-0.2660,0.2462,-0.2949,3,3
2093,0,10.4650,-7.8411,16.7712,2.0735,-0.0059,-0.0426,1.4530,0.4170,-0.5830,0.4170,-0.5830,3,3
2094,0,10.4700,-7.8405,16.7765,2.0729,-0.0057,-0.0423,1.4554,-0.0800,-0.1271,-0.0754,-0.1358,3,3
2095,0,10.4750,-7.8398,16.7818,2.0724,-0.0053,-0.0421,1.4526,-0.5830,0.4170,-0.5830,0.4170,3,3
2096,0,10.4800,-7.8392,16.7870,2.0719,-0.0047,-0.0419,1.4446,-0.5830,0.4170,-0.5830,0.4170,3,3
2097,0,10.4850,-7.8385,16.7923,2.0714,-0.0041,-0.0416,1.4363,-0.1535,-0.0720,-0.1521,-0.0804,3,3
2098,0,10.4900,-7.8378,16.7975,2.0710,-0.0037,-0.0413,1.4331,0.4170,-0.5830,0.4170,-0.5830,3,3
