arm,hart,variant,dir,group,N,C,H,W,bytes,cold,warm,err
E,2,rvv_strided,h2n,spec,1,7,5,3,105,415,386,0
E,2,rvv_strided,n2h,csweep,1,2,112,56,12544,54281,52958,0
E,2,rvv_strided,h2n,csweep,1,2,112,56,12544,38049,37486,0
E,2,rvv_strided,n2h,csweep,1,3,112,37,12432,52829,51976,0
E,2,rvv_strided,h2n,csweep,1,3,112,37,12432,36614,35579,0
E,2,rvv_strided,n2h,csweep,1,4,56,56,12544,53395,52362,0
E,2,rvv_strided,h2n,csweep,1,4,56,56,12544,36293,35773,0
E,2,rvv_strided,n2h,csweep,1,7,56,32,12544,52892,51950,0
E,2,rvv_strided,h2n,csweep,1,7,56,32,12544,36438,35938,0
E,2,rvv_strided,n2h,csweep,1,8,56,28,12544,52874,51880,0
E,2,rvv_strided,h2n,csweep,1,8,56,28,12544,36273,35773,0
E,2,rvv_strided,n2h,csweep,1,16,28,28,12544,52189,51650,0
E,2,rvv_strided,h2n,csweep,1,16,28,28,12544,35913,35636,0
E,2,rvv_strided,n2h,csweep,1,32,28,14,12544,52291,51682,0
E,2,rvv_strided,h2n,csweep,1,32,28,14,12544,36235,35967,0
E,2,rvv_strided,n2h,csweep,1,64,14,14,12544,53167,52054,0
E,2,rvv_strided,h2n,csweep,1,64,14,14,12544,36234,36088,0
E,2,rvv_strided,n2h,csweep,1,128,14,7,12544,53657,52620,0
E,2,rvv_strided,h2n,csweep,1,128,14,7,12544,36737,36450,0
E,2,rvv_seg,n2h,spec,1,3,112,112,37632,13785,13361,0
E,2,rvv_seg,h2n,spec,1,3,112,112,37632,14416,14003,0
E,2,rvv_seg,n2h,spec,1,32,56,56,100352,115617,112967,0
E,2,rvv_seg,h2n,spec,1,32,56,56,100352,117494,116979,0
E,2,rvv_seg,n2h,spec,1,32,27,27,23328,27783,26710,0
E,2,rvv_seg,h2n,spec,1,32,27,27,23328,27892,27770,0
E,2,rvv_seg,n2h,spec,1,32,14,14,6272,7795,7307,0
E,2,rvv_seg,h2n,spec,1,32,14,14,6272,8023,7704,0
E,2,rvv_seg,n2h,spec,1,64,7,7,3136,4014,3669,0
E,2,rvv_seg,h2n,spec,1,64,7,7,3136,4209,3902,0
E,2,rvv_seg,n2h,spec,1,128,4,4,2048,2735,2439,0
E,2,rvv_seg,h2n,spec,1,128,4,4,2048,2883,2574,0
E,2,rvv_seg,n2h,spec,1,1,1,1,1,296,101,0
E,2,rvv_seg,h2n,spec,1,1,1,1,1,231,105,0
E,2,rvv_seg,n2h,spec,1,7,5,3,105,287,81,0
E,2,rvv_seg,h2n,spec,1,7,5,3,105,338,94,0
E,2,rvv_seg,n2h,csweep,1,2,112,56,12544,6338,6247,0
E,2,rvv_seg,h2n,csweep,1,2,112,56,12544,6400,6281,0
E,2,rvv_seg,n2h,csweep,1,3,112,37,12432,4502,4433,0
E,2,rvv_seg,h2n,csweep,1,3,112,37,12432,4830,4644,0
E,2,rvv_seg,n2h,csweep,1,4,56,56,12544,3294,3144,0
E,2,rvv_seg,h2n,csweep,1,4,56,56,12544,4015,3804,0
E,2,rvv_seg,n2h,csweep,1,7,56,32,12544,3227,2951,0
E,2,rvv_seg,h2n,csweep,1,7,56,32,12544,4956,4672,0
E,2,rvv_seg,n2h,csweep,1,8,56,28,12544,2892,2438,0
E,2,rvv_seg,h2n,csweep,1,8,56,28,12544,3779,3475,0
E,2,rvv_seg,n2h,csweep,1,16,28,28,12544,15395,14791,0
E,2,rvv_seg,h2n,csweep,1,16,28,28,12544,15130,14954,0
E,2,rvv_seg,n2h,csweep,1,32,28,14,12544,14836,14461,0
E,2,rvv_seg,h2n,csweep,1,32,28,14,12544,14957,14860,0
E,2,rvv_seg,n2h,csweep,1,64,14,14,12544,14647,14228,0
E,2,rvv_seg,h2n,csweep,1,64,14,14,12544,15221,15104,0
E,2,rvv_seg,n2h,csweep,1,128,14,7,12544,14710,14304,0
E,2,rvv_seg,h2n,csweep,1,128,14,7,12544,15315,15229,0
